# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0661345496009	0.336817653891	17.54	4.305
0.2	0.3	0.153700189753	0.447916666667	5.27	2.88
0.3	0.4	0.233463035019	0.525821596244	2.57	2.13
0.4	0.5	0.294915254237	0.63122923588	1.475	1.505
0.5	0.6	0.415204678363	0.74358974359	0.855	1.17
0.6	0.75	0.508333333333	0.823834196891	0.6	0.965
0.75	0.9	0.685185185185	0.897637795276	0.27	0.635
