# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0422149122807	0.794425087108	9.12	1.435
0.2	0.3	0.108910891089	0.887323943662	2.525	1.065
0.3	0.4	0.141414141414	0.885057471264	1.485	0.87
0.4	0.5	0.165137614679	0.940789473684	1.09	0.76
0.5	0.6	0.238095238095	0.957446808511	0.84	0.705
0.6	0.75	0.282442748092	0.977142857143	0.655	0.875
0.75	0.9	0.548387096774	0.989528795812	0.31	0.955
