# del_effect	ada_effect	del_frac	ada_frac	trashed	good	Asyn	Anonsyn	counts_syn	counts_nonsyn	subs_syn	subs_nonsyn	poly_25to75_syn	poly_25to75_nonsyn	folder
0.000546393665613	0.00805482098935	0.856036036036	0.00529010238908	0.0	100.0	-0.0221208477541	0.403100716921	22.13	7.85	8.98390028825e-06	5.20976969709e-06	0.0121861861862	0.00115742128936	short_longer_1e4_coi_1e-2_del_eff_0.000546393665613_ada_effect_0.00806009705341_del_frac_0.856789752602_ada_dens_0.00533730049039
0.000359774933571	0.00456532665384	0.8803003003	0.00121107266436	0.0	100.0	-0.205958960705	0.413636363636	19.17	2.14	5.25274438318e-06	1.25355382509e-06	0.0184954954955	0.000466266866567	short_longer_1e4_coi_1e-2_del_eff_0.000359774933571_ada_effect_0.00434449745432_del_frac_0.882101072494_ada_dens_0.00121042659029
0.000285364199473	0.00658219819132	0.794144144144	0.00154639175258	0.0	100.0	-0.0833497682911	0.41629076087	22.92	2.99	7.73348599436e-06	1.65218394147e-06	0.0223603603604	0.000511244377811	short_longer_1e4_coi_1e-2_del_eff_0.000285364199473_ada_effect_0.00629754971704_del_frac_0.792770436634_ada_dens_0.00154616241567
0.000312876355984	0.0176597766809	0.797267267267	0.00529010238908	0.0	100.0	0.0293935174266	0.320160500732	28.99	11.94	1.29661434009e-05	6.12235688176e-06	0.0095975975976	0.000769115442279	short_longer_1e4_coi_1e-2_del_eff_0.000312876355984_ada_effect_0.0181367113663_del_frac_0.797240241326_ada_dens_0.00536218891862
0.00681346000315	0.0210510356456	0.813213213213	0.00251256281407	0.0	100.0	0.0464886164772	0.328877033425	7.66	7.45	3.19382928079e-06	3.17650539279e-06	0.00300600600601	0.000424287856072	short_longer_1e4_coi_1e-2_del_eff_0.00681346000315_ada_effect_0.0210688913887_del_frac_0.815560804904_ada_dens_0.00250303454581
0.000591451332528	0.00632648835225	0.89042042042	0.00837520938023	0.0	100.0	0.0249960318396	0.392477065176	22.56	10.24	9.15966133357e-06	7.19289184839e-06	0.0117207207207	0.00184557721139	short_longer_1e4_coi_1e-2_del_eff_0.000591451332528_ada_effect_0.00643652980219_del_frac_0.888261124677_ada_dens_0.00843794802546
0.000252069882458	0.00828094546749	0.8396996997	0.00170357751278	0.0	100.0	-0.00314472550345	0.398121424485	24.42	4.07	9.24000924001e-06	1.9430084289e-06	0.0190750750751	0.000427286356822	short_longer_1e4_coi_1e-2_del_eff_0.000252069882458_ada_effect_0.0084126958524_del_frac_0.836039831261_ada_dens_0.00170176572255
0.00155473948775	0.0287695703059	0.858858858859	0.00773109243697	0.0	100.0	-0.0317269947174	0.257076459293	22.43	20.04	7.86907308646e-06	9.2662698751e-06	0.00461261261261	0.000952023988006	short_longer_1e4_coi_1e-2_del_eff_0.00155473948775_ada_effect_0.0284431385831_del_frac_0.856737394551_ada_dens_0.00796769974038
0.000326381063238	0.0184447246107	0.850780780781	0.00436974789916	0.0	100.0	0.0067558242051	0.3428965411	27.95	9.63	1.30615565398e-05	5.28247581895e-06	0.0106186186186	0.000701649175412	short_longer_1e4_coi_1e-2_del_eff_0.000326381063238_ada_effect_0.0189838217212_del_frac_0.850804533738_ada_dens_0.00440798259967
0.00462522222676	0.0155422689385	0.819249249249	0.00456852791878	0.0	100.0	-0.0014580434482	0.347522743028	9.31	10.07	3.12352486266e-06	5.19723415884e-06	0.00293393393393	0.000835082458771	short_longer_1e4_coi_1e-2_del_eff_0.00462522222676_ada_effect_0.0157539848574_del_frac_0.816406444965_ada_dens_0.004648046163
0.000302078081545	0.00503310321335	0.973153153153	0.00223367697595	0.0	100.0	-0.0862063124394	0.414175257732	22.18	3.2	7.25139855575e-06	2.17867654801e-06	0.0184744744745	0.000686656671664	short_longer_1e4_coi_1e-2_del_eff_0.000302078081545_ada_effect_0.004987751344_del_frac_0.972242872668_ada_dens_0.00225722294078
0.00164698874621	0.00372874736066	0.934744744745	0.00271646859083	0.0	100.0	-0.187888882706	0.415425531915	6.68	2.79	1.35084917694e-06	2.26141110047e-06	0.00380780780781	0.000850074962519	short_longer_1e4_coi_1e-2_del_eff_0.00164698874621_ada_effect_0.00385247129061_del_frac_0.935978651791_ada_dens_0.00271680911031
0.000198446137522	0.0259315503466	0.808108108108	0.00670016750419	0.0	100.0	0.0793626439261	0.264964241096	33.5	15.96	1.55523416393e-05	7.98513786585e-06	0.00827027027027	0.000832083958021	short_longer_1e4_coi_1e-2_del_eff_0.000198446137522_ada_effect_0.0262946661788_del_frac_0.811688894135_ada_dens_0.00682717700976
0.000907759717818	0.00582275511233	0.923813813814	0.00386554621849	0.0	100.0	-0.0838529486413	0.399666865952	14.33	4.85	4.03748229835e-06	3.62527766217e-06	0.00891891891892	0.00104047976012	short_longer_1e4_coi_1e-2_del_eff_0.000907759717818_ada_effect_0.00553789522911_del_frac_0.92628393817_ada_dens_0.00391956736637
0.00113959750272	0.0058497487525	0.834684684685	0.00418760469012	0.0	100.0	-0.0849855699857	0.411190377865	14.49	5.36	4.72043950305e-06	3.86094578129e-06	0.00863963963964	0.00109595202399	short_longer_1e4_coi_1e-2_del_eff_0.00113959750272_ada_effect_0.00569230924187_del_frac_0.834695350783_ada_dens_0.00433014882916
0.000240905047549	0.0115803069023	0.802822822823	0.00502512562814	0.0	100.0	0.0376919879534	0.379140495481	31.34	9.94	1.29761868892e-05	5.46549467741e-06	0.0127507507508	0.000998500749625	short_longer_1e4_coi_1e-2_del_eff_0.000240905047549_ada_effect_0.0114438069579_del_frac_0.802040264917_ada_dens_0.00525605869086
0.000852430864164	0.0206784651769	0.909489489489	0.00913705583756	0.0	100.0	0.0471181915911	0.308922767674	27.63	20.23	1.08369238804e-05	1.01813641674e-05	0.00636936936937	0.00126236881559	short_longer_1e4_coi_1e-2_del_eff_0.000852430864164_ada_effect_0.0206240750103_del_frac_0.908917250849_ada_dens_0.0098212561286
0.000178123478117	0.00831412947674	0.85021021021	0.00271646859083	0.0	100.0	-0.00077644013075	0.385816276594	26.92	5.15	1.20270772445e-05	2.98095099607e-06	0.0188498498498	0.000649175412294	short_longer_1e4_coi_1e-2_del_eff_0.000178123478117_ada_effect_0.00818649807907_del_frac_0.850565446473_ada_dens_0.00277621092321
0.00304218690195	0.0109864911115	0.905195195195	0.00670016750419	0.0	100.0	-0.078703057579	0.378499021804	9.48	11.2	2.20454568281e-06	6.84440388501e-06	0.00253453453453	0.0011844077961	short_longer_1e4_coi_1e-2_del_eff_0.00304218690195_ada_effect_0.0108033756754_del_frac_0.90616474119_ada_dens_0.00684430982643
0.00291767394351	0.0036314513102	0.91021021021	0.00773109243697	0.0	100.0	-0.0968355895283	0.400953449066	5.31	5.45	1.54669719887e-06	5.39780277086e-06	0.00245345345345	0.00212893553223	short_longer_1e4_coi_1e-2_del_eff_0.00291767394351_ada_effect_0.00368594711307_del_frac_0.907816769739_ada_dens_0.00826917680843
0.00539879349871	0.0153429956908	0.987087087087	0.00502512562814	0.0	100.0	-0.209149399961	0.345927288542	2.94	10.34	3.31435114044e-07	5.55324344517e-06	0.000573573573574	0.000767616191904	short_longer_1e4_coi_1e-2_del_eff_0.00539879349871_ada_effect_0.0155021288604_del_frac_0.986617384579_ada_dens_0.00521966896131
0.000783741560584	0.00661512991912	0.872372372372	0.00386554621849	0.0	100.0	-0.063640683028	0.406568040534	16.91	5.88	5.50383159079e-06	3.77570412118e-06	0.0098978978979	0.000943028485757	short_longer_1e4_coi_1e-2_del_eff_0.000783741560584_ada_effect_0.00640524548713_del_frac_0.871036364712_ada_dens_0.00385994886478
0.00111581924642	0.0033000797115	0.908468468468	0.00164835164835	0.0	100.0	-0.186041445851	0.410027975837	9.15	2.03	1.71241475589e-06	1.44409400651e-06	0.00625525525526	0.000626686656672	short_longer_1e4_coi_1e-2_del_eff_0.00111581924642_ada_effect_0.00324642037435_del_frac_0.90718287029_ada_dens_0.00164021760528
0.000145705787109	0.00827273614162	0.914444444444	0.0062818336163	0.0	100.0	0.0751167927637	0.390187801517	29.68	9.4	1.4091014091e-05	6.12737109706e-06	0.0148618618619	0.00124737631184	short_longer_1e4_coi_1e-2_del_eff_0.000145705787109_ada_effect_0.00806175466176_del_frac_0.912130862812_ada_dens_0.00631685409905
0.000184543046445	0.0145511278404	0.862792792793	0.00167504187605	0.0	100.0	0.0016815496933	0.374483212356	26.84	4.91	1.14043809696e-05	2.16864811741e-06	0.0194324324324	0.000382308845577	short_longer_1e4_coi_1e-2_del_eff_0.000184543046445_ada_effect_0.0144542760618_del_frac_0.862261151953_ada_dens_0.00168327603089
0.000312041268526	0.00515138111361	0.836396396396	0.00913705583756	0.0	100.0	0.0109628790966	0.39390172701	27.23	8.33	1.15249028293e-05	7.19539895604e-06	0.015036036036	0.00214392803598	short_longer_1e4_coi_1e-2_del_eff_0.000312041268526_ada_effect_0.00519557925862_del_frac_0.836194339562_ada_dens_0.00947555799021
0.00418090770516	0.00387585805982	0.841561561562	0.00295652173913	0.0	100.0	-0.0520796076946	0.416579254079	6.19	2.31	2.47571986702e-06	2.51462897314e-06	0.00495795795796	0.000928035982009	short_longer_1e4_coi_1e-2_del_eff_0.00418090770516_ada_effect_0.00375873374982_del_frac_0.84144385897_ada_dens_0.00302485100926
0.000107738634271	0.00506088777412	0.751261261261	0.00558375634518	0.0	100.0	0.0327505516523	0.408984714916	28.73	6.1	1.37445137445e-05	4.85877462606e-06	0.0203603603604	0.0015892053973	short_longer_1e4_coi_1e-2_del_eff_0.000107738634271_ada_effect_0.00513022539194_del_frac_0.752131580964_ada_dens_0.005598919839
0.00398984364487	0.00438841387871	0.860510510511	0.00335008375209	0.0	100.0	0.0241936149151	0.414426470588	5.12	3.7	2.20956742696e-06	2.83052453706e-06	0.00346246246246	0.000938530734633	short_longer_1e4_coi_1e-2_del_eff_0.00398984364487_ada_effect_0.00416585990813_del_frac_0.858673306492_ada_dens_0.00339747087416
0.0053615912205	0.0255605531887	0.975135135135	0.00346620450607	0.0	100.0	-0.238412212065	0.297573303332	4.3	8.95	5.5239185674e-07	4.35735309603e-06	0.00075975975976	0.000424287856072	short_longer_1e4_coi_1e-2_del_eff_0.0053615912205_ada_effect_0.0249908285543_del_frac_0.974483398327_ada_dens_0.00346324692812
0.000702382865134	0.0212385767458	0.93003003003	0.00773109243697	0.0	100.0	-0.0006249761282	0.311014815855	26.03	17.04	1.12637721333e-05	8.83003314396e-06	0.00708408408408	0.00101649175412	short_longer_1e4_coi_1e-2_del_eff_0.000702382865134_ada_effect_0.0215509191622_del_frac_0.93170420557_ada_dens_0.00770215939061
0.000561467961387	0.0140256981924	0.956816816817	0.00213903743316	0.0	100.0	-0.0710529084736	0.391681227761	18.56	5.13	6.27718019022e-06	2.6023777409e-06	0.0102912912913	0.00043928035982	short_longer_1e4_coi_1e-2_del_eff_0.000561467961387_ada_effect_0.0133474683777_del_frac_0.957079970424_ada_dens_0.00215158925398
0.000790994804493	0.00330511761091	0.927207207207	0.0062818336163	0.0	100.0	-0.0826945420722	0.409344581441	14.99	4.84	4.66017857322e-06	4.47518715559e-06	0.009996996997	0.00173163418291	short_longer_1e4_coi_1e-2_del_eff_0.000790994804493_ada_effect_0.00330843193857_del_frac_0.928142633286_ada_dens_0.00634198345546
0.000319669085401	0.0190763653291	0.899429429429	0.00386554621849	0.0	100.0	0.00658335651235	0.328315274632	26.99	9.99	1.24187732883e-05	4.7108552747e-06	0.0105555555556	0.000583208395802	short_longer_1e4_coi_1e-2_del_eff_0.000319669085401_ada_effect_0.019324146781_del_frac_0.900503313602_ada_dens_0.00392590251855
0.000385594016116	0.00747862808658	0.918558558559	0.00913705583756	0.0	100.0	0.0475002882829	0.399840164448	28.97	11.71	1.24237950325e-05	8.19824201612e-06	0.0118378378378	0.00164767616192	short_longer_1e4_coi_1e-2_del_eff_0.000385594016116_ada_effect_0.00734545531534_del_frac_0.920830552432_ada_dens_0.00921712963431
0.000278607397042	0.00334400060681	0.858138138138	0.00502512562814	0.0	100.0	-0.0624087506404	0.407901047583	24.45	4.07	9.39066156457e-06	3.85593156599e-06	0.0205255255255	0.00166566716642	short_longer_1e4_coi_1e-2_del_eff_0.000278607397042_ada_effect_0.00334054278978_del_frac_0.8584691116_ada_dens_0.00513522896838
0.00100369124249	0.00711846933506	0.833813813814	0.00295652173913	0.0	100.0	-0.0609466356479	0.4153125	16.47	5.44	4.51956973696e-06	3.15644853159e-06	0.00853453453453	0.00071964017991	short_longer_1e4_coi_1e-2_del_eff_0.00100369124249_ada_effect_0.00712101357685_del_frac_0.832053945985_ada_dens_0.00298640705896
0.00352820980767	0.0261443420705	0.985165165165	0.00717863105175	0.0	100.0	-0.141244299373	0.264246975752	10.34	17.8	1.82791487139e-06	8.43641724288e-06	0.00213213213213	0.000818590704648	short_longer_1e4_coi_1e-2_del_eff_0.00352820980767_ada_effect_0.0264770605317_del_frac_0.985448449595_ada_dens_0.00720538073867
0.00667671989893	0.0268215417815	0.948918918919	0.00913705583756	0.0	100.0	-0.128480736727	0.269887619036	6.44	20.82	1.10980545763e-06	1.04446104707e-05	0.00106306306306	0.00103898050975	short_longer_1e4_coi_1e-2_del_eff_0.00667671989893_ada_effect_0.0273129818299_del_frac_0.949863483557_ada_dens_0.00932273917761
0.000389034338961	0.013541811609	0.818588588589	0.00456852791878	0.0	100.0	0.0397057199037	0.354683832183	28.41	9.83	1.214257736e-05	5.12452803698e-06	0.0116726726727	0.000812593703148	short_longer_1e4_coi_1e-2_del_eff_0.000389034338961_ada_effect_0.0131649168899_del_frac_0.819047460352_ada_dens_0.00472097441536
0.00118903836371	0.0168784313243	0.858228228228	0.00478632478632	0.0	100.0	-0.0305347522948	0.361006670668	18.82	10.5	6.60359356012e-06	5.64600642822e-06	0.00682282282282	0.000782608695652	short_longer_1e4_coi_1e-2_del_eff_0.00118903836371_ada_effect_0.016975048224_del_frac_0.854842904746_ada_dens_0.00480979380903
0.00139735719879	0.00333774400454	0.877477477477	0.00591216216216	0.0	100.0	-0.0952734354429	0.412197802198	10.68	3.81	2.98291602639e-06	4.22196928292e-06	0.00656456456456	0.00169265367316	short_longer_1e4_coi_1e-2_del_eff_0.00139735719879_ada_effect_0.003385971183_del_frac_0.878069758093_ada_dens_0.00612439244722
0.0075679651874	0.00756309977232	0.855585585586	0.00118243243243	0.0	100.0	0.0529954432469	0.388529411764	4.71	2.63	2.21458917111e-06	1.37138788465e-06	0.00496696696697	0.000359820089955	short_longer_1e4_coi_1e-2_del_eff_0.0075679651874_ada_effect_0.00779816087804_del_frac_0.856829783907_ada_dens_0.00118699624817
0.00210934926041	0.00440332130258	0.862162162162	0.00913705583756	0.0	100.0	-0.0327353522437	0.406922812643	9.4	7.16	2.98793777055e-06	6.66639924185e-06	0.00481381381381	0.00205397301349	short_longer_1e4_coi_1e-2_del_eff_0.00210934926041_ada_effect_0.00443435494854_del_frac_0.864409358085_ada_dens_0.00969012357482
0.00333270759465	0.00760550243453	0.960630630631	0.00143626570916	0.0	100.0	-0.175073615135	0.401205387635	3.1	3.98	6.02609298261e-07	1.60204178847e-06	0.00137537537538	0.000386806596702	short_longer_1e4_coi_1e-2_del_eff_0.00333270759465_ada_effect_0.00813988629944_del_frac_0.960381525573_ada_dens_0.00144679806744
0.000927268542389	0.0135890396308	0.775765765766	0.00436974789916	0.0	100.0	0.0148022788272	0.366059478435	21.59	9.04	8.21055168881e-06	4.95655182442e-06	0.00893093093093	0.000788605697151	short_longer_1e4_coi_1e-2_del_eff_0.000927268542389_ada_effect_0.0138931134208_del_frac_0.772929756961_ada_dens_0.00452599611721
0.000380076584931	0.00535173409484	0.858408408408	0.00213903743316	0.0	100.0	-0.0655146998696	0.410871320038	21.23	3.04	7.0354635572e-06	2.10095621086e-06	0.0175555555556	0.00072263868066	short_longer_1e4_coi_1e-2_del_eff_0.000380076584931_ada_effect_0.005328486044_del_frac_0.855824903074_ada_dens_0.00215491583438
0.00100505306882	0.0244130469877	0.786876876877	0.00670016750419	0.0	100.0	-0.00525592314168	0.270733935396	28.05	16.79	9.69196621371e-06	8.0177302653e-06	0.00622822822823	0.00087856071964	short_longer_1e4_coi_1e-2_del_eff_0.00100505306882_ada_effect_0.0247594733406_del_frac_0.785901274863_ada_dens_0.00709687459746
0.000116928788068	0.0149149747336	0.803663663664	0.0062818336163	0.0	100.0	0.0508098860985	0.362971315695	35.08	13.0	1.49597758293e-05	6.92463132982e-06	0.011984984985	0.00100299850075	short_longer_1e4_coi_1e-2_del_eff_0.000116928788068_ada_effect_0.0149871139191_del_frac_0.807648130473_ada_dens_0.00654401048137
0.00062442086534	0.00589130343885	0.86018018018	0.00346620450607	0.0	100.0	-0.0711780210399	0.395955290011	19.25	4.9	6.40774553818e-06	3.3269318518e-06	0.0126786786787	0.000974512743628	short_longer_1e4_coi_1e-2_del_eff_0.00062442086534_ada_effect_0.00571605345783_del_frac_0.861876749397_ada_dens_0.00351785828997
0.000143641674109	0.0178976060109	0.836666666667	0.00773109243697	0.0	100.0	0.048197357461	0.329794027318	35.04	16.07	1.53916458264e-05	8.6018863478e-06	0.00966366366366	0.00114092953523	short_longer_1e4_coi_1e-2_del_eff_0.000143641674109_ada_effect_0.0180082876312_del_frac_0.835362393931_ada_dens_0.00794850834765
0.000122644065966	0.00505325644804	0.967837837838	0.00558375634518	0.0	100.0	-0.00308128632748	0.411010174419	28.19	6.33	1.34080568863e-05	4.88133859492e-06	0.0193063063063	0.00146176911544	short_longer_1e4_coi_1e-2_del_eff_0.000122644065966_ada_effect_0.00511556125355_del_frac_0.96982906423_ada_dens_0.00574986024879
0.000761482979937	0.0113103735605	0.992072072072	0.00346620450607	0.0	100.0	-0.102038053941	0.369174682977	17.98	7.67	5.37828798698e-06	3.87348131954e-06	0.00917717717718	0.00067916041979	short_longer_1e4_coi_1e-2_del_eff_0.000761482979937_ada_effect_0.0113853659017_del_frac_0.991798544791_ada_dens_0.00347912928802
0.0004400464921	0.0116751328195	0.962762762763	0.00324232081911	0.0	100.0	-0.0349572080313	0.373033816697	22.04	6.75	8.51185633794e-06	3.75314015233e-06	0.0126216216216	0.000683658170915	short_longer_1e4_coi_1e-2_del_eff_0.0004400464921_ada_effect_0.0118971202032_del_frac_0.962764893712_ada_dens_0.00323928585515
0.000721649119252	0.0259021348265	0.852552552553	0.0062818336163	0.0	100.0	0.0116857079903	0.249368425921	26.55	15.42	1.10277501582e-05	7.63664990247e-06	0.00696096096096	0.000812593703148	short_longer_1e4_coi_1e-2_del_eff_0.000721649119252_ada_effect_0.0258220972655_del_frac_0.853856291768_ada_dens_0.00636037180355
0.00147792078261	0.026720384813	0.833003003003	0.00245183887916	0.0	100.0	-0.100214170303	0.269290812223	16.41	7.48	4.65515682907e-06	3.22664754579e-06	0.00658858858859	0.00036131934033	short_longer_1e4_coi_1e-2_del_eff_0.00147792078261_ada_effect_0.0257548597347_del_frac_0.834071808646_ada_dens_0.00248501265985
0.000146886771542	0.0243607596052	0.985795795796	0.0062818336163	0.0	100.0	0.081629952885	0.288566751395	34.6	15.44	1.57783201261e-05	7.51630873526e-06	0.00923723723724	0.000830584707646	short_longer_1e4_coi_1e-2_del_eff_0.000146886771542_ada_effect_0.0239633377052_del_frac_0.986038646073_ada_dens_0.00653240184143
0.000102082123978	0.0306676961894	0.875015015015	0.00201005025126	0.0	100.0	0.0283140060656	0.285476036654	28.8	6.62	1.36390571173e-05	2.7076762622e-06	0.0131591591592	0.00023988005997	short_longer_1e4_coi_1e-2_del_eff_0.000102082123978_ada_effect_0.0298709688234_del_frac_0.873908917635_ada_dens_0.00202058158722
0.00167211759858	0.0169658677607	0.938828828829	0.00127272727273	0.0	100.0	-0.242675057876	0.384478602613	8.85	4.3	1.52158847811e-06	1.72739717098e-06	0.00354954954955	0.000256371814093	short_longer_1e4_coi_1e-2_del_eff_0.00167211759858_ada_effect_0.0173641565442_del_frac_0.937473800419_ada_dens_0.00127218481632
0.000621415831788	0.0298614284278	0.833153153153	0.00135823429542	0.0	100.0	-0.0785474495493	0.296454458739	20.7	5.2	6.49311518877e-06	1.90790892179e-06	0.0114684684685	0.000247376311844	short_longer_1e4_coi_1e-2_del_eff_0.000621415831788_ada_effect_0.0296418809777_del_frac_0.834528401372_ada_dens_0.00135407897482
0.00122972537265	0.00403771156324	0.925705705706	0.00436974789916	0.0	100.0	-0.0973730103769	0.411068191948	9.97	3.87	2.50585033194e-06	3.52750046381e-06	0.00646846846847	0.00127286356822	short_longer_1e4_coi_1e-2_del_eff_0.00122972537265_ada_effect_0.0040427065007_del_frac_0.925232447016_ada_dens_0.00448478698386
0.000613320025065	0.00654036203221	0.897477477477	0.00502512562814	0.0	100.0	-0.0686717350099	0.403091615957	20.18	6.56	7.23633332329e-06	4.75598321241e-06	0.0115405405405	0.00116491754123	short_longer_1e4_coi_1e-2_del_eff_0.000613320025065_ada_effect_0.00648688009623_del_frac_0.896603309276_ada_dens_0.00517462083245
0.000171901239192	0.00874973029225	0.828348348348	0.00717863105175	0.0	100.0	0.0458360149937	0.389204279117	31.89	11.57	1.42266011831e-05	6.83938966971e-06	0.0133963963964	0.00128635682159	short_longer_1e4_coi_1e-2_del_eff_0.000171901239192_ada_effect_0.00865678248105_del_frac_0.826444478446_ada_dens_0.00745577353296
0.00173914607114	0.00515473146558	0.986786786787	0.00228471001757	0.0	100.0	-0.225707420994	0.411276595745	4.81	3.4	6.57848483935e-07	2.16614100976e-06	0.00227027027027	0.000715142428786	short_longer_1e4_coi_1e-2_del_eff_0.00173914607114_ada_effect_0.00520050493182_del_frac_0.986796366215_ada_dens_0.00227576190304
0.00116148088653	0.0185855265959	0.836936936937	0.00386554621849	0.0	100.0	-0.0223299778311	0.342117502675	20.15	10.43	6.45294123555e-06	4.66823444465e-06	0.00725225225225	0.000574212893553	short_longer_1e4_coi_1e-2_del_eff_0.00116148088653_ada_effect_0.0187032549447_del_frac_0.838919068954_ada_dens_0.00386619670426
0.000274582520168	0.0203892211627	0.885225225225	0.00141592920354	0.0	100.0	-0.00552715924433	0.331746180934	26.2	5.08	9.85768377073e-06	1.93047289064e-06	0.014966966967	0.00023988005997	short_longer_1e4_coi_1e-2_del_eff_0.000274582520168_ada_effect_0.0199027620174_del_frac_0.883934934973_ada_dens_0.0014140523893
0.000332904754681	0.0100933354259	0.870780780781	0.00304568527919	0.0	100.0	0.00286220858765	0.387434245908	25.94	6.72	9.66685749294e-06	3.40966640426e-06	0.0158288288288	0.000643178410795	short_longer_1e4_coi_1e-2_del_eff_0.000332904754681_ada_effect_0.00984100462082_del_frac_0.867945937632_ada_dens_0.0030521442254
0.00334272352103	0.00688544277567	0.821321321321	0.00386554621849	0.0	100.0	0.0292320961113	0.396088643791	8.06	5.45	3.05824218868e-06	3.71051932228e-06	0.00398798798799	0.000865067466267	short_longer_1e4_coi_1e-2_del_eff_0.00334272352103_ada_effect_0.00682641915506_del_frac_0.820100208414_ada_dens_0.00396447014211
0.000894246581655	0.0242836564852	0.829429429429	0.00170357751278	0.0	100.0	-0.0942911319485	0.314219673518	17.31	5.61	5.4084184519e-06	2.31155325347e-06	0.00917117117117	0.000263868065967	short_longer_1e4_coi_1e-2_del_eff_0.000894246581655_ada_effect_0.0233039594884_del_frac_0.829511066393_ada_dens_0.0017105253713
0.000405151081266	0.0103099215966	0.89003003003	0.00239316239316	0.0	100.0	-0.0057746751527	0.403753634554	22.62	5.31	8.43150843151e-06	2.71519758515e-06	0.0162072072072	0.000622188905547	short_longer_1e4_coi_1e-2_del_eff_0.000405151081266_ada_effect_0.0101203163913_del_frac_0.892743042142_ada_dens_0.00238729698485
0.000417008050102	0.00442392682234	0.795705705706	0.00324232081911	0.0	100.0	-0.0444855579714	0.418697478992	22.41	3.81	7.48239878675e-06	2.89320222832e-06	0.0174564564565	0.00101349325337	short_longer_1e4_coi_1e-2_del_eff_0.000417008050102_ada_effect_0.0045211231843_del_frac_0.79298246805_ada_dens_0.00327871826589
0.00422387692346	0.00989413258871	0.920510510511	0.00128913443831	0.0	100.0	-0.022230243161	0.398810682182	3.57	3.75	1.25543603804e-06	1.57195649667e-06	0.00277477477477	0.000379310344828	short_longer_1e4_coi_1e-2_del_eff_0.00422387692346_ada_effect_0.00954163976334_del_frac_0.920270938477_ada_dens_0.00128278090463
