# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0853658536585	0.369811320755	0.41	3.975
0.2	0.3	0.25	0.464944649446	0.12	2.71
0.3	0.4	0.4	0.529268292683	0.05	2.05
0.4	0.5	0.333333333333	0.599358974359	0.03	1.56
0.5	0.6	1.0	0.685483870968	0.01	1.24
0.6	0.75	0.333333333333	0.755656108597	0.015	1.105
0.75	0.9	0.333333333333	0.904109589041	0.015	0.73
