# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0596026490066	0.799256505576	8.305	1.345
0.2	0.3	0.158859470468	0.851674641148	2.455	1.045
0.3	0.4	0.212230215827	0.881118881119	1.39	0.715
0.4	0.5	0.221674876847	0.910828025478	1.015	0.785
0.5	0.6	0.30625	0.948148148148	0.8	0.675
0.6	0.75	0.394366197183	0.963190184049	0.71	0.815
0.75	0.9	0.571428571429	0.994623655914	0.595	0.93
