# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.101446051168	0.320610687023	22.475	4.585
0.2	0.3	0.224839400428	0.430051813472	7.005	2.895
0.3	0.4	0.286931818182	0.495412844037	3.52	2.18
0.4	0.5	0.346354166667	0.563953488372	1.92	1.72
0.5	0.6	0.426605504587	0.651452282158	1.09	1.205
0.6	0.75	0.58865248227	0.758064516129	0.705	0.93
0.75	0.9	0.811320754717	0.885964912281	0.265	0.57
