# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.00526102792392	--	4.04694455686e-06	inf
0.2	0.4	0.0135135135135	--	1.12612612613e-05	inf
0.4	0.6	0.030487804878	--	6.09756097561e-05	inf
0.6	0.9	0.0666666666667	--	0.000666666666667	inf
