# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0195456946646	0.357314148681	9.465	4.17
0.2	0.3	0.0545144804089	0.440071556351	2.935	2.795
0.3	0.4	0.0856164383562	0.517899761337	1.46	2.095
0.4	0.5	0.117283950617	0.600638977636	0.81	1.565
0.5	0.6	0.154761904762	0.661224489796	0.42	1.225
0.6	0.75	0.236363636364	0.746543778802	0.275	1.085
0.75	0.9	0.454545454545	0.8828125	0.11	0.64
