# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0366197183099	0.515094339623	8.875	2.65
0.2	0.3	0.106498194946	0.630727762803	2.77	1.855
0.3	0.4	0.129496402878	0.690476190476	1.39	1.47
0.4	0.5	0.185393258427	0.757936507937	0.89	1.26
0.5	0.6	0.244444444444	0.786026200873	0.675	1.145
0.6	0.75	0.317647058824	0.844827586207	0.425	1.16
0.75	0.9	0.484848484848	0.910891089109	0.165	1.01
