# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0	0.909090909091	0.000333333333333	0.000454545454545
0.2	0.4	0.0	0.904761904762	0.001	0.00047619047619
0.4	0.6	0.0	1.0	0.01	0.000625
0.6	0.9	--	1.0	inf	0.000714285714286
