# bins	number of alleles0.001	10166
0.00125892541179	10593
0.00158489319246	10717
0.00199526231497	9982
0.00251188643151	8764
0.00316227766017	7980
0.00398107170553	7024
0.00501187233627	5903
0.0063095734448	4775
0.00794328234724	4047
0.01	3262
0.0125892541179	2643
0.0158489319246	2200
0.0199526231497	1973
0.0251188643151	1642
0.0316227766017	1346
0.0398107170553	1091
0.0501187233627	848
0.063095734448	666
0.0794328234724	526
0.1	365
0.125892541179	327
0.158489319246	305
0.199526231497	279
0.251188643151	265
0.316227766017	190
0.398107170553	222
0.501187233627	233
0.63095734448	179
0.794328234724
