# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0137362637363	0.392991239049	1.82	3.995
0.2	0.3	0.037037037037	0.49203539823	0.54	2.825
0.3	0.4	0.04	0.552941176471	0.25	2.125
0.4	0.5	0.0	0.62893081761	0.135	1.59
0.5	0.6	0.0	0.707865168539	0.09	1.335
0.6	0.75	0.0	0.791111111111	0.05	1.125
0.75	0.9	0.0	0.880794701987	0.015	0.755
