# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.068710959682	0.605839416058	8.805	1.37
0.2	0.3	0.167364016736	0.628019323671	2.39	1.035
0.3	0.4	0.235849056604	0.59217877095	1.59	0.895
0.4	0.5	0.292682926829	0.644736842105	1.025	0.76
0.5	0.6	0.325301204819	0.675	0.83	0.8
0.6	0.75	0.421487603306	0.773255813953	0.605	0.86
0.75	0.9	0.675675675676	0.851428571429	0.37	0.875
