# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.027397260274	0.338235294118	8.76	4.08
0.2	0.3	0.077519379845	0.427536231884	2.58	2.76
0.3	0.4	0.0983606557377	0.554455445545	1.22	2.02
0.4	0.5	0.146341463415	0.585365853659	0.82	1.64
0.5	0.6	0.142857142857	0.645161290323	0.42	1.24
0.6	0.75	0.2	0.716981132075	0.3	1.06
0.75	0.9	0.0	0.869565217391	0.08	0.46
