# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0394736842105	0.42238267148	9.12	1.385
0.2	0.3	0.0998248686515	0.404761904762	2.855	1.05
0.3	0.4	0.123123123123	0.415384615385	1.665	0.975
0.4	0.5	0.156097560976	0.40522875817	1.025	0.765
0.5	0.6	0.213414634146	0.450980392157	0.82	0.765
0.6	0.75	0.322033898305	0.602564102564	0.59	0.78
0.75	0.9	0.475409836066	0.748299319728	0.305	0.735
