# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.00722733245729	0.272727272727	7.61	1.155
0.2	0.3	0.0352564102564	0.324503311258	1.56	0.755
0.3	0.4	0.020979020979	0.34126984127	0.715	0.63
0.4	0.5	0.0266666666667	0.408602150538	0.375	0.465
0.5	0.6	0.0	0.544117647059	0.2	0.34
0.6	0.75	0.111111111111	0.63768115942	0.18	0.345
0.75	0.9	0.0833333333333	0.825	0.06	0.2
