# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0541566746603	0.877551020408	1.99840127898e-06	0.000102040816327
0.2	0.4	0.127737226277	0.924731182796	5.21376433785e-06	0.00010752688172
0.4	0.6	0.34034416826	0.9625	1.9120458891e-05	0.000125
0.6	0.9	0.549815498155	0.989247311828	3.69003690037e-05	0.00010752688172
