Region: GAG-2
Number of records retrieved: 199
#	Patient Code	PAT id(SSAM)	Accession	Name	Subtype	Country	Sampling Year	HXB2/MAC239 start	HXB2/MAC239 stop	Sequence Length	Organism
1	PIC1362	13654	DQ853467	14199_1	B	UNITED STATES	1998	438	5812	5371	HIV-1
2	PIC1362	13654	DQ853472	14203_1	B	UNITED STATES	1998	443	5806	5361	HIV-1
3	PIC1362	13654	DQ853473	14204_1	B	UNITED STATES	1998	443	5806	5360	HIV-1
4	PIC1362	13654	DQ853470	14202_1	B	UNITED STATES	1998	443	5806	5361	HIV-1
5	PIC1362	13654	DQ853474	14205_1	B	UNITED STATES	1998	443	5806	5358	HIV-1
6	PIC1362	13654	DQ853466	14197_1	B	UNITED STATES	1998	443	5806	5360	HIV-1
7	PIC1362	13654	DQ853469	14200_1	B	UNITED STATES	1998	443	5806	5361	HIV-1
8	PIC1362	13654	DQ853471	14422_1	B	UNITED STATES	1998	443	5806	5361	HIV-1
9	PIC1362	13654	DQ853468	14198_1	B	UNITED STATES	1998	443	5806	5360	HIV-1
10	PIC1362	13654	DQ853475	14201_1	B	UNITED STATES	1998	444	5807	5360	HIV-1
11	PIC1362	13654	DQ853438	14300_1	B	UNITED STATES	2000	535	9645	9129	HIV-1
12	PIC1362	13654	DQ853436	14294_1	B	UNITED STATES	2000	535	9654	9136	HIV-1
13	PIC1362	13654	DQ853450	14302_1	B	UNITED STATES	2000	535	9656	9130	HIV-1
14	PIC1362	13654	DQ853437	14297_1	B	UNITED STATES	2000	535	9650	9124	HIV-1
15	PIC1362	13654	DQ853453	14298_1	B	UNITED STATES	2000	535	9650	9122	HIV-1
16	PIC1362	13654	DQ853451	14303_1	B	UNITED STATES	2000	535	9656	9109	HIV-1
17	PIC1362	13654	DQ853454	14295_1	B	UNITED STATES	2000	535	9571	9043	HIV-1
18	PIC1362	13654	DQ853449	14299_1	B	UNITED STATES	2000	535	9645	9128	HIV-1
19	PIC1362	13654	DQ853452	14296_1	B	UNITED STATES	2000	535	9650	9119	HIV-1
20	PIC1362	13654	DQ853439	14186_1	B	UNITED STATES	2002	790	9417	8644	HIV-1
21	PIC1362	13654	DQ853441	14189_1	B	UNITED STATES	2002	790	9417	8642	HIV-1
22	PIC1362	13654	DQ853443	14181_1	B	UNITED STATES	2002	790	9417	8642	HIV-1
23	PIC1362	13654	DQ853442	14184_1	B	UNITED STATES	2002	790	9417	8648	HIV-1
24	PIC1362	13654	DQ853444	14183_1	B	UNITED STATES	2002	790	9417	8645	HIV-1
25	PIC1362	13654	DQ853440	14182_1	B	UNITED STATES	2002	790	9417	8642	HIV-1
26	PIC1362	13654	DQ853448	14190_1	B	UNITED STATES	2002	790	9417	8651	HIV-1
27	PIC1362	13654	DQ853447	14187_1	B	UNITED STATES	2002	790	9417	8666	HIV-1
28	PIC1362	13654	DQ853446	14188_1	B	UNITED STATES	2002	790	9417	8648	HIV-1
29	PIC1362	13654	DQ853445	14185_1	B	UNITED STATES	2002	790	9417	8636	HIV-1
145	PIC1362	13654	DQ853772	14688_1	B	UNITED STATES	2000	1193	1825	633	HIV-1
146	PIC1362	13654	DQ853762	14678_1	B	UNITED STATES	2000	1193	1828	636	HIV-1
147	PIC1362	13654	DQ853763	14679_1	B	UNITED STATES	2000	1193	1828	636	HIV-1
148	PIC1362	13654	DQ853764	14680_1	B	UNITED STATES	2000	1193	1828	636	HIV-1
149	PIC1362	13654	DQ853765	14681_1	B	UNITED STATES	2000	1193	1828	636	HIV-1
150	PIC1362	13654	DQ853766	14682_1	B	UNITED STATES	2000	1193	1828	636	HIV-1
151	PIC1362	13654	DQ853767	14683_1	B	UNITED STATES	2000	1193	1828	636	HIV-1
152	PIC1362	13654	DQ853768	14684_1	B	UNITED STATES	2000	1193	1828	636	HIV-1
153	PIC1362	13654	DQ853769	14685_1	B	UNITED STATES	2000	1193	1825	633	HIV-1
154	PIC1362	13654	DQ853770	14686_1	B	UNITED STATES	2000	1193	1825	633	HIV-1
155	PIC1362	13654	DQ853771	14687_1	B	UNITED STATES	2000	1193	1825	633	HIV-1
156	PIC1362	13654	DQ853773	14689_1	B	UNITED STATES	2000	1193	1825	633	HIV-1
157	PIC1362	13654	DQ853819	14565_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
158	PIC1362	13654	DQ853818	14564_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
159	PIC1362	13654	DQ853817	14563_1	B	UNITED STATES	1998	1193	1828	636	HIV-1
160	PIC1362	13654	DQ853816	14562_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
161	PIC1362	13654	DQ853815	14561_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
162	PIC1362	13654	DQ853814	14560_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
163	PIC1362	13654	DQ853813	14559_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
164	PIC1362	13654	DQ853812	14558_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
165	PIC1362	13654	DQ853811	14557_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
166	PIC1362	13654	DQ853810	14556_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
167	PIC1362	13654	DQ853809	14555_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
168	PIC1362	13654	DQ853808	14554_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
169	PIC1362	13654	DQ853807	14553_1	B	UNITED STATES	1998	1193	1825	633	HIV-1
170	PIC1362	13654	DQ853806	14722_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
171	PIC1362	13654	DQ853805	14721_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
172	PIC1362	13654	DQ853804	14720_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
173	PIC1362	13654	DQ853803	14719_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
174	PIC1362	13654	DQ853802	14718_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
175	PIC1362	13654	DQ853801	14717_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
176	PIC1362	13654	DQ853800	14716_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
177	PIC1362	13654	DQ853799	14715_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
178	PIC1362	13654	DQ853798	14714_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
179	PIC1362	13654	DQ853797	14713_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
180	PIC1362	13654	DQ853796	14712_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
181	PIC1362	13654	DQ853795	14711_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
182	PIC1362	13654	DQ853794	14710_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
183	PIC1362	13654	DQ853793	14709_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
184	PIC1362	13654	DQ853792	14708_1	B	UNITED STATES	2002	1193	1825	633	HIV-1
