# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0280777537797	0.243636363636	9.26	1.375
0.2	0.3	0.0720887245841	0.236714975845	2.705	1.035
0.3	0.4	0.104575163399	0.273684210526	1.53	0.95
0.4	0.5	0.0957446808511	0.2375	0.94	0.8
0.5	0.6	0.201438848921	0.300653594771	0.695	0.765
0.6	0.75	0.212962962963	0.436241610738	0.54	0.745
0.75	0.9	0.458333333333	0.530769230769	0.24	0.65
