# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0136842105263	0.120437956204	9.5	1.37
0.2	0.3	0.0361445783133	0.135265700483	2.49	1.035
0.3	0.4	0.0511811023622	0.158823529412	1.27	0.85
0.4	0.5	0.0538922155689	0.143884892086	0.835	0.695
0.5	0.6	0.0849056603774	0.145161290323	0.53	0.62
0.6	0.75	0.103448275862	0.288288288288	0.435	0.555
0.75	0.9	0.127659574468	0.421052631579	0.235	0.475
