# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0	0.810126582278	0.0015625	0.00126582278481
0.2	0.4	0.0	0.913043478261	0.00454545454545	0.00144927536232
0.4	0.6	0.0	0.968253968254	0.025	0.0015873015873
0.6	0.9	--	0.966666666667	inf	0.00166666666667
