# del_effect	ada_effect	del_frac	ada_frac	trashed	good	Asyn	Anonsyn	counts_syn	counts_nonsyn	subs_syn	subs_nonsyn	poly_25to75_syn	poly_25to75_nonsyn	N	mu	coi	del_effect_in	ada_eff_in	del_frac_in	ada_rate_in	folder
0.00888483874185	0.00704037330893	0.424414414414	0.00635746015123	0.0	100.0	0.0427978742085	0.264938253787	5.23586710311e-05	6.08315555859e-05	5.65765765766e-06	5.42128935532e-06	0.00512612612613	0.00125637181409	10832.0	1.0130271857e-05	0.00547835154764	0.00888483874185	0.00700565075034	0.422057352451	0.0108837592434	short_longer_N_10832.4597975_mu_1.0130271857e-05_coi_0.00547835154764_del_eff_0.00888483874185_ada_effect_0.00700565075034_del_frac_0.422057352451_ada_dens_0.0108837592434
0.00248388629119	0.0253459133618	0.410510510511	0.00112245391651	0.0	100.0	-0.0775248292261	0.267550555991	0.000102172660305	0.0003231554496	4.18618618619e-06	1.16941529235e-06	0.016039039039	0.000133433283358	16552.0	1.15834956247e-05	0.0423915641008	0.00248388629119	0.0244885453163	0.406802267422	0.00157676119067	short_longer_N_16552.0031971_mu_1.15834956247e-05_coi_0.0423915641008_del_eff_0.00248388629119_ada_effect_0.0244885453163_del_frac_0.406802267422_ada_dens_0.00157676119067
0.00783365885833	0.0218494232364	0.64960960961	inf	0.0	100.0	-0.0704111264244	0.247237394958	7.78210120415e-05	0.000604476405946	6.44444444444e-06	7.04647676162e-07	0.0238018018018	0.000100449775112	32321.0	2.70159473043e-05	0.00794395959712	0.00783365885833	0.0224534852037	0.648132710904	0.00105416267719	short_longer_N_32321.0880109_mu_2.70159473043e-05_coi_0.00794395959712_del_eff_0.00783365885833_ada_effect_0.0224534852037_del_frac_0.648132710904_ada_dens_0.00105416267719
0.000267183070379	0.0118300206484	0.306636636637	0.0105226494756	0.0	100.0	0.0335146837229	0.264841599477	2.45915346786e-05	2.86022834222e-05	1.08768768769e-05	1.11424287856e-05	0.00924324324324	0.00187706146927	25688.0	1.21933569202e-05	0.0109921853375	0.000267183070379	0.0119360039262	0.304268089363	0.0175326655886	short_longer_N_25688.1601547_mu_1.21933569202e-05_coi_0.0109921853375_del_eff_0.000267183070379_ada_effect_0.0119360039262_del_frac_0.304268089363_ada_dens_0.0175326655886
0.0052148170848	0.00775967323616	0.450570570571	0.010845356949	0.0	100.0	-0.00749153210903	0.281815326351	1.93769165666e-05	2.36356144627e-05	1.44144144144e-05	1.29175412294e-05	0.0333723723724	0.00348875562219	21084.0	3.05506639597e-05	0.0495034225509	0.0052148170848	0.00795793278695	0.449066355452	0.0184213635661	short_longer_N_21084.5380366_mu_3.05506639597e-05_coi_0.0495034225509_del_eff_0.0052148170848_ada_effect_0.00795793278695_del_frac_0.449066355452_ada_dens_0.0184213635661
0.000238483948224	0.0260762110903	0.371351351351	inf	0.0	100.0	-0.0823504596662	0.247356965174	2.53370913061e-05	0.000630668019361	1.64084084084e-05	7.40629685157e-07	0.0741261261261	9.74512743628e-05	30550.0	3.54047103542e-05	0.0122960872641	0.000238483948224	0.0253883734707	0.372290763588	0.00107483990347	short_longer_N_30550.1863922_mu_3.54047103542e-05_coi_0.0122960872641_del_eff_0.000238483948224_ada_effect_0.0253883734707_del_frac_0.372290763588_ada_dens_0.00107483990347
0.00304201291603	0.00554707216628	0.778438438438	0.00764265351382	0.0	100.0	0.0158934735224	0.260937145555	4.4683269954e-05	4.24790791095e-05	5.66366366366e-06	7.19340329835e-06	0.00628228228228	0.00208695652174	22962.0	2.53581145786e-05	0.00549098466813	0.00304201291603	0.00551332767273	0.782927642548	0.0142851551523	short_longer_N_22962.6418877_mu_2.53581145786e-05_coi_0.00549098466813_del_eff_0.00304201291603_ada_effect_0.00551332767273_del_frac_0.782927642548_ada_dens_0.0142851551523
0.000401977181218	0.0280776299176	0.971831831832	0.00900226571397	0.0	100.0	-0.0032650972919	0.249024012141	2.34700839399e-05	3.10380295998e-05	1.02402402402e-05	1.15112443778e-05	0.0103213213213	0.00113943028486	40383.0	1.55065487548e-05	0.0161611838954	0.000401977181218	0.0287289292513	0.97324108036	0.0144373171037	short_longer_N_40383.9749137_mu_1.55065487548e-05_coi_0.0161611838954_del_eff_0.000401977181218_ada_effect_0.0287289292513_del_frac_0.97324108036_ada_dens_0.0144373171037
0.00668767395443	0.0152571955637	0.824654654655	0.00796145974993	0.0	100.0	0.0101354417617	0.273818200152	7.39585640117e-05	3.15538855868e-05	3.56756756757e-06	9.97301349325e-06	0.0053003003003	0.00154722638681	32338.0	2.21051337033e-05	0.0280900944022	0.00668767395443	0.0152368186336	0.825691897299	0.0141345969101	short_longer_N_32338.4380426_mu_2.21051337033e-05_coi_0.0280900944022_del_eff_0.00668767395443_ada_effect_0.0152368186336_del_frac_0.825691897299_ada_dens_0.0141345969101
0.00799160870734	0.00689833341728	0.948438438438	inf	0.0	100.0	-0.0714144041587	0.272520908005	0.00058135533868	0.00153211185469	6.72672672673e-07	3.86806596702e-07	0.00265465465465	8.99550224888e-05	10990.0	1.83989896108e-05	0.0101252436528	0.00799160870734	0.00811215758896	0.948982994331	0.000843869761716	short_longer_N_10990.5623293_mu_1.83989896108e-05_coi_0.0101252436528_del_eff_0.00799160870734_ada_effect_0.00811215758896_del_frac_0.948982994331_ada_dens_0.000843869761716
0.000121533190251	0.00879447677046	0.558018018018	0.0091524626331	0.0	100.0	0.0261618103985	0.270123106211	1.52427543459e-05	3.15997641076e-05	1.72492492492e-05	9.83208395802e-06	0.0196006006006	0.00199250374813	33040.0	1.99861372405e-05	0.0105215011479	0.000121533190251	0.0088950770958	0.556102034011	0.0156590323615	short_longer_N_33040.1299775_mu_1.99861372405e-05_coi_0.0105215011479_del_eff_0.000121533190251_ada_effect_0.0088950770958_del_frac_0.556102034011_ada_dens_0.0156590323615
0.0036913826192	0.00553971798119	0.26024024024	inf	0.0	100.0	-0.0892354151936	0.275	5.58643018973e-05	0.0108333333333	1.03123123123e-05	1.43928035982e-07	0.0516786786787	1.94902548726e-05	12643.0	2.18511504145e-05	0.0112052139786	0.0036913826192	0.00977604940742	0.260003334445	0.000429844232302	short_longer_N_12643.0128932_mu_2.18511504145e-05_coi_0.0112052139786_del_eff_0.0036913826192_ada_effect_0.00977604940742_del_frac_0.260003334445_ada_dens_0.000429844232302
0.000111347950424	0.00511176866463	0.994174174174	0.010754097815	0.0	100.0	0.00127142479845	0.276206366762	3.12060106522e-05	3.494473774e-05	8.73873873874e-06	9.2023988006e-06	0.0136636636637	0.00251874062969	10739.0	1.10858257692e-05	0.0224312753074	0.000111347950424	0.00505515618522	0.993997999333	0.0167754775302	short_longer_N_10739.8447352_mu_1.10858257692e-05_coi_0.0224312753074_del_eff_0.000111347950424_ada_effect_0.00505515618522_del_frac_0.993997999333_ada_dens_0.0167754775302
0.00159858074732	2.81668136345e-05	0.790960960961	-8.33333333333e-07	0.0	100.0	-0.117300397189	nan	0.00111258292982	inf	1.48348348348e-06	0.0	0.0122792792793	0.0	16641.0	1.99953780121e-05	0.0456341652823	0.00159858074732	0.0146180113953	0.791180393464	0.000179343054212	short_longer_N_16641.0696554_mu_1.99953780121e-05_coi_0.0456341652823_del_eff_0.00159858074732_ada_effect_0.0146180113953_del_frac_0.791180393464_ada_dens_0.000179343054212
0.000297960059745	0.0139777672965	0.971561561562	inf	0.0	100.0	-0.109099305218	0.290625	0.00112700162485	0.0013287037037	2.88288288288e-07	3.95802098951e-07	0.00233333333333	5.54722638681e-05	20252.0	1.01068851912e-05	0.046518555776	0.000297960059745	0.0164023082104	0.972740913638	0.000773920288746	short_longer_N_20252.750533_mu_1.01068851912e-05_coi_0.046518555776_del_eff_0.000297960059745_ada_effect_0.0164023082104_del_frac_0.972740913638_ada_dens_0.000773920288746
0.00662634064065	0.00417843147027	0.982732732733	-2.91666666667e-05	0.0	100.0	-0.125	nan	inf	inf	6.60660660661e-08	7.79610194903e-08	0.000912912912913	1.19940029985e-05	33684.0	2.08833638647e-05	0.0179951470319	0.00662634064065	0.0112940823572	0.981493831277	0.000329234876978	short_longer_N_33684.6612324_mu_2.08833638647e-05_coi_0.0179951470319_del_eff_0.00662634064065_ada_effect_0.0112940823572_del_frac_0.981493831277_ada_dens_0.000329234876978
0.00045243047499	0.00214274515751	0.287867867868	-1.58333333333e-05	0.0	100.0	nan	nan	inf	inf	2.88288288288e-07	4.19790104948e-08	0.00507807807808	4.49775112444e-06	45517.0	1.01866208832e-05	0.0160992613137	0.00045243047499	0.0141867841587	0.288262754251	0.000259400807554	short_longer_N_45517.9986354_mu_1.01866208832e-05_coi_0.0160992613137_del_eff_0.00045243047499_ada_effect_0.0141867841587_del_frac_0.288262754251_ada_dens_0.000259400807554
0.00589644425036	0.00292435955421	0.251681681682	-1.08333333333e-05	0.0	100.0	-0.124592842865	nan	inf	inf	1.23123123123e-06	2.69865067466e-08	0.0146396396396	2.99850074963e-06	25840.0	1.17561130461e-05	0.0123339082818	0.00589644425036	0.0288615802826	0.250750250083	0.00024256507815	short_longer_N_25840.2520073_mu_1.17561130461e-05_coi_0.0123339082818_del_eff_0.00589644425036_ada_effect_0.0288615802826_del_frac_0.250750250083_ada_dens_0.00024256507815
0.000165732037211	0.0173118477081	0.772882882883	inf	0.0	100.0	-0.123142429427	0.267454078105	0.000561222171042	0.00124070880467	1.17717717718e-06	3.988005997e-07	0.00833033033033	6.74662668666e-05	36274.0	1.24900009891e-05	0.0383646869011	0.000165732037211	0.0203049785096	0.77242414138	0.000755021501728	short_longer_N_36274.0064019_mu_1.24900009891e-05_coi_0.0383646869011_del_eff_0.000165732037211_ada_effect_0.0203049785096_del_frac_0.77242414138_ada_dens_0.000755021501728
0.000105359627072	0.0148236527557	0.763963963964	0.002459213678	0.0	100.0	-0.0584574537825	0.275290316199	1.15775305094e-05	9.87703011578e-05	2.1981981982e-05	3.06746626687e-06	0.0821501501502	0.000535232383808	15411.0	3.86191507392e-05	0.0391983786405	0.000105359627072	0.0138850521695	0.764421473825	0.00391499228268	short_longer_N_15411.7714038_mu_3.86191507392e-05_coi_0.0391983786405_del_eff_0.000105359627072_ada_effect_0.0138850521695_del_frac_0.764421473825_ada_dens_0.00391499228268
