# del_effect	ada_effect	del_frac	ada_frac	trashed	good	Asyn	Anonsyn	counts_syn	counts_nonsyn	subs_syn	subs_nonsyn	poly_25to75_syn	poly_25to75_nonsyn	folder
0.00056995855404	0.010608497609	0.838618618619	0.00717863105175	0.0	50.0	-0.0462012724311	0.121054221794	31.18	27.76	8.67757389497e-06	9.51698064011e-06	0.0129189189189	0.00779310344828	short_longer_1e4_coi_1e-2_del_eff_0.00056995855404_ada_effect_0.010184200895_del_frac_0.838202464909_ada_dens_0.00749016266317_nescepi_6
0.000517744313481	0.00696005307511	0.957837837838	0.00358974358974	0.0	50.0	-0.084928732661	0.127040577406	20.82	13.8	5.27283135979e-06	5.10447117578e-06	0.016036036036	0.00747526236882	short_longer_1e4_coi_1e-2_del_eff_0.000517744313481_ada_effect_0.00724559725893_del_frac_0.957029580715_ada_dens_0.0036904260552_nescepi_6
0.000116132218551	0.0128126201282	0.902462462462	0.00213903743316	0.0	50.0	-0.0745684922069	0.0731393753817	27.44	10.34	1.08268803921e-05	3.39963797366e-06	0.0287987987988	0.00582908545727	short_longer_1e4_coi_1e-2_del_eff_0.000116132218551_ada_effect_0.0129272755336_del_frac_0.902674615955_ada_dens_0.00216853636265_nescepi_6
0.00174529640943	0.00502544990295	0.946426426426	0.00189655172414	0.0	50.0	-0.165708849113	0.177364686688	6.4	7.46	8.03479064349e-07	2.7277331234e-06	0.00281681681682	0.00367916041979	short_longer_1e4_coi_1e-2_del_eff_0.00174529640943_ada_effect_0.00475622067034_del_frac_0.948151746923_ada_dens_0.00190541682639_nescepi_6
0.000130704681431	0.00865679866712	0.965825825826	0.00287162162162	0.0	50.0	-0.0544113475833	0.108196909542	29.92	11.82	1.08168369038e-05	4.29718251242e-06	0.0293513513514	0.00703748125937	short_longer_1e4_coi_1e-2_del_eff_0.000130704681431_ada_effect_0.00896612205539_del_frac_0.967206336517_ada_dens_0.00289397347481_nescepi_6
0.000330072922302	0.0161011230651	0.880660660661	0.00132325141777	0.0	50.0	-0.0850818029358	0.0700848971578	27.78	10.68	6.01604949431e-06	2.22129737807e-06	0.0208468468468	0.00423688155922	short_longer_1e4_coi_1e-2_del_eff_0.000330072922302_ada_effect_0.0158107248012_del_frac_0.87619968841_ada_dens_0.00131786641642_nescepi_6
0.000164772286397	0.0241023534967	0.97009009009	0.00335008375209	0.0	50.0	-0.0311190663472	0.0969571227029	36.4	19.72	1.15198810851e-05	5.23985498889e-06	0.0213033033033	0.00644377811094	short_longer_1e4_coi_1e-2_del_eff_0.000164772286397_ada_effect_0.0254714462682_del_frac_0.969148577187_ada_dens_0.00342617752186_nescepi_6
0.000102240129288	0.00661691375609	0.847507507508	0.00287162162162	0.0	50.0	-0.0261702336041	0.105411655918	30.62	11.58	1.27753171231e-05	4.0314291015e-06	0.0334174174174	0.00695652173913	short_longer_1e4_coi_1e-2_del_eff_0.000102240129288_ada_effect_0.00658526901316_del_frac_0.84677803929_ada_dens_0.00293284984366_nescepi_6
0.00703561098518	0.0275245814724	0.896576576577	0.00106951871658	0.0	50.0	nan	0.0864608533286	4.3	7.26	1.68730603513e-06	1.98061504365e-06	0.00385585585586	0.00314842578711	short_longer_1e4_coi_1e-2_del_eff_0.00703561098518_ada_effect_0.0253143453464_del_frac_0.89393253571_ada_dens_0.00106464432084_nescepi_6
0.00600494460639	0.023329590933	0.767207207207	0.00170357751278	0.0	50.0	0.0669725888131	0.0864836308395	8.38	11.56	3.28422067553e-06	2.74778998461e-06	0.00662462462462	0.00393703148426	short_longer_1e4_coi_1e-2_del_eff_0.00600494460639_ada_effect_0.0229544376952_del_frac_0.764260747184_ada_dens_0.0017163053003_nescepi_6
0.000221692696969	0.0172462427662	0.946966966967	0.00436974789916	0.0	50.0	-0.0296622450005	0.109937397632	32.26	22.2	1.04552713248e-05	6.5987073353e-06	0.0173753753754	0.00680659670165	short_longer_1e4_coi_1e-2_del_eff_0.000221692696969_ada_effect_0.0171656947011_del_frac_0.945743723224_ada_dens_0.00444145437162_nescepi_6
0.00725127998441	0.0247007620768	0.926726726727	0.00147874306839	0.0	50.0	0.137485813591	0.0781770636657	3.36	11.96	9.74218365523e-07	2.47200814309e-06	0.00239039039039	0.00387406296852	short_longer_1e4_coi_1e-2_del_eff_0.00725127998441_ada_effect_0.0231014987389_del_frac_0.92687554087_ada_dens_0.00149183446728_nescepi_6
0.00127313110377	0.00582407161762	0.908708708709	0.00913705583756	0.0	50.0	-0.0322626477316	0.15079122458	16.76	24.14	2.88248114335e-06	1.02390276434e-05	0.00692492492492	0.00948425787106	short_longer_1e4_coi_1e-2_del_eff_0.00127313110377_ada_effect_0.00604366773045_del_frac_0.913922407642_ada_dens_0.00963653722692_nescepi_6
0.000293771997565	0.00491603893165	0.767747747748	0.0062818336163	0.0	50.0	0.0179748889428	0.14845410476	29.66	15.98	1.01338796991e-05	7.66673519428e-06	0.0221981981982	0.00966116941529	short_longer_1e4_coi_1e-2_del_eff_0.000293771997565_ada_effect_0.00504193415342_del_frac_0.766257691647_ada_dens_0.00652862032865_nescepi_6
0.00130944874621	0.00845386929065	0.85963963964	0.00205128205128	0.0	50.0	-0.103732572253	0.150526284567	13.62	8.18	2.44056765796e-06	2.93331595072e-06	0.00739339339339	0.00435682158921	short_longer_1e4_coi_1e-2_del_eff_0.00130944874621_ada_effect_0.00903353499623_del_frac_0.862758743659_ada_dens_0.00206465990531_nescepi_6
0.000374621195265	0.00426097195111	0.834894894895	0.00837520938023	0.0	50.0	-0.0750456773139	0.126490867867	27.34	19.78	9.10944389205e-06	9.68746396033e-06	0.0174894894895	0.0102548725637	short_longer_1e4_coi_1e-2_del_eff_0.000374621195265_ada_effect_0.00425555288949_del_frac_0.83785613782_ada_dens_0.00843169728065_nescepi_6
0.00130887085399	0.00332079563135	0.904084084084	0.00314136125654	0.0	50.0	-0.0270801096067	0.142543627983	9.34	7.32	1.65717557022e-06	3.9311447955e-06	0.00586786786787	0.00531934032984	short_longer_1e4_coi_1e-2_del_eff_0.00130887085399_ada_effect_0.00325411683413_del_frac_0.907216536398_ada_dens_0.00316165381616_nescepi_6
