# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.049001814882	0.894578313253	9.07441016334e-07	3.01204819277e-05
0.2	0.4	0.120250431779	0.960843373494	2.15889464594e-06	3.01204819277e-05
0.4	0.6	0.28253968254	0.993079584775	6.34920634921e-06	3.46020761246e-05
0.6	0.9	0.485893416928	1.0	1.56739811912e-05	3.28947368421e-05
