# nu0_start	nu0_end	Psyn	Pnonsyn	counts_syn	counts_nonsyn
0.1	0.2	0.0353717026379	0.572519083969	8.34	1.31
0.2	0.3	0.0935960591133	0.645161290323	2.03	0.93
0.3	0.4	0.154929577465	0.635761589404	1.065	0.755
0.4	0.5	0.174193548387	0.701492537313	0.775	0.67
0.5	0.6	0.219298245614	0.713178294574	0.57	0.645
0.6	0.75	0.322222222222	0.810810810811	0.45	0.74
0.75	0.9	0.510204081633	0.911111111111	0.245	0.675
